poi_id,image_url
19,"https://commons.wikimedia.org/wiki/Special:FilePath/Igreja_Matriz_de_%C3%81gueda.jpg?width=600"
20,"https://commons.wikimedia.org/wiki/Special:FilePath/Curia_Palace_Hotel.jpg?width=600"
21,"https://commons.wikimedia.org/wiki/Special:FilePath/Termas_da_Curia.jpg?width=600"
22,"https://commons.wikimedia.org/wiki/Special:FilePath/Casa_da_Caldeira%2C_SJM.jpg?width=600"
23,"https://commons.wikimedia.org/wiki/Special:FilePath/Castelo_de_Fornos_(Castelo_de_Paiva).jpg?width=600"
24,"https://commons.wikimedia.org/wiki/Special:FilePath/Igreja_Matriz_de_Castelo_de_Paiva.jpg?width=600"
25,"https://commons.wikimedia.org/wiki/Special:FilePath/Ponte_de_Santiago%2C_Sever_do_Vouga.jpg?width=600"
26,"https://commons.wikimedia.org/wiki/Special:FilePath/Pa%C3%A7o_da_Comenda%2C_Oliveira_de_Azem%C3%A9is.jpg?width=600"
27,"https://commons.wikimedia.org/wiki/Special:FilePath/Igreja_Matriz_de_Oliveira_de_Azem%C3%A9is.jpg?width=600"
28,"https://commons.wikimedia.org/wiki/Special:FilePath/Santu%C3%A1rio_de_Nossa_Senhora_de_Vagos.jpg?width=600"
29,"https://commons.wikimedia.org/wiki/Special:FilePath/Igreja_Matriz_de_Estarreja.jpg?width=600"
30,"https://commons.wikimedia.org/wiki/Special:FilePath/Igreja_de_S%C3%A3o_Tiago_de_Bedu%C3%ADdo%2C_Estarreja.jpg?width=600"
31,"https://commons.wikimedia.org/wiki/Special:FilePath/Pelourinho_de_Anadia.jpg?width=600"
32,"https://commons.wikimedia.org/wiki/Special:FilePath/Parque_Infante_D._Pedro_-_Aveiro.jpg?width=600"
32,"https://commons.wikimedia.org/wiki/Special:FilePath/Parque_Infante_D._Pedro_-_Vista_do_lago.jpg?width=600"
33,"https://commons.wikimedia.org/wiki/Special:FilePath/Parque_da_Cidade_de_Aveiro_-_Vista_geral.jpg?width=600"
33,"https://commons.wikimedia.org/wiki/Special:FilePath/Parque_da_Cidade%2C_Aveiro%2C_Portugal_-_panoramio_(1).jpg?width=600"
34,"https://commons.wikimedia.org/wiki/Special:FilePath/Jardim_do_Rossio%2C_Aveiro.jpg?width=600"
34,"https://commons.wikimedia.org/wiki/Special:FilePath/Moliceiros_no_canal_central_da_Ria_de_Aveiro.jpg?width=600"
35,"https://commons.wikimedia.org/wiki/Special:FilePath/Ovar_-_Mata_Nacional_das_Dunas.jpg?width=600"
35,"https://commons.wikimedia.org/wiki/Special:FilePath/Mata_Nacional_das_Dunas_de_Ovar.jpg?width=600"
36,"https://commons.wikimedia.org/wiki/Special:FilePath/Reserva_Natural_das_Dunas_de_S%C3%A3o_Jacinto_(3).JPG?width=600"
36,"https://commons.wikimedia.org/wiki/Special:FilePath/Lagoa_da_Reserva_Natural_das_Dunas_de_S%C3%A3o_Jacinto.JPG?width=600"
37,"https://commons.wikimedia.org/wiki/Special:FilePath/Parque_e_Santu%C3%A1rio_de_La_Salette_2.jpg?width=600"
37,"https://commons.wikimedia.org/wiki/Special:FilePath/Parque_de_La_Salette_-_Oliveira_de_Azem%C3%A9is.jpg?width=600"
38,"https://commons.wikimedia.org/wiki/Special:FilePath/Parque_Urbano_de_Estarreja_e_Rio_Antu%C3%A3.jpg?width=600"
38,"https://commons.wikimedia.org/wiki/Special:FilePath/Estarreja%2C_Parque_Urbano%2C_2015.jpg?width=600"
39,"https://commons.wikimedia.org/wiki/Special:FilePath/Passadi%C3%A7os_de_Aveiro_(2017)_-_02.jpg?width=600"
39,"https://commons.wikimedia.org/wiki/Special:FilePath/Passadi%C3%A7os_de_Aveiro_(2017)_-_03.jpg?width=600"
40,"https://commons.wikimedia.org/wiki/Special:FilePath/Bioria_-_Salreu.jpg?width=600"
40,"https://commons.wikimedia.org/wiki/Special:FilePath/Bioria_-_Passadi%C3%A7os_de_Salreu_2.jpg?width=600"
41,"https://commons.wikimedia.org/wiki/Special:FilePath/Moinho_do_Ti_Pica_no_percurso_dos_moinhos_Sever_do_Vouga.jpg?width=600"
41,"https://commons.wikimedia.org/wiki/Special:FilePath/Ponte_no_Percurso_dos_Moinhos%2C_Sever_do_Vouga.jpg?width=600"
42,"https://commons.wikimedia.org/wiki/Special:FilePath/Passadi%C3%A7os_do_Paiva%2C_Arouca.jpg?width=600"
42,"https://commons.wikimedia.org/wiki/Special:FilePath/Passadi%C3%A7os_do_Paiva_-_Areinho.jpg?width=600"
42,"https://commons.wikimedia.org/wiki/Special:FilePath/Passadi%C3%A7os_do_Paiva_-_vista.jpg?width=600"
43,"https://commons.wikimedia.org/wiki/Special:FilePath/Pateira_de_Fermentelos_1.jpg?width=600"
43,"https://commons.wikimedia.org/wiki/Special:FilePath/Pateira_de_Fermentelos_-_vista_geral.jpg?width=600"
44,"https://commons.wikimedia.org/wiki/Special:FilePath/Rota_da_Agua_e_da_Pedra_-_%C3%81gueda.jpg?width=600"
44,"https://commons.wikimedia.org/wiki/Special:FilePath/Ponte_na_Rota_da_%C3%81gua_e_da_Pedra%2C_%C3%81gueda.jpg?width=600"
45,"https://commons.wikimedia.org/wiki/Special:FilePath/Cais_da_Vala%2C_Murtosa.jpg?width=600"
45,"https://commons.wikimedia.org/wiki/Special:FilePath/Passadi%C3%A7os_do_Cais_da_Vala.jpg?width=600"
46,"https://commons.wikimedia.org/wiki/Special:FilePath/Arouca_-_Pedras_Parideiras.jpg?width=600"
46,"https://commons.wikimedia.org/wiki/Special:FilePath/Arouca_-_Pedras_Parideiras_Casa_e_Geoparque.jpg?width=600"
47,"https://commons.wikimedia.org/wiki/Special:FilePath/Frecha_da_Mizarela_(Arouca).jpg?width=600"
47,"https://commons.wikimedia.org/wiki/Special:FilePath/Frecha_da_Mizarela_Waterfall_Arouca.jpg?width=600"
48,"https://commons.wikimedia.org/wiki/Special:FilePath/Vista_a_partir_do_Miradouro_do_Penedo_de_S._Miguel.jpg?width=600"
48,"https://commons.wikimedia.org/wiki/Special:FilePath/Paisagem_da_Serra_da_Freita_desde_o_Miradouro_do_Penedo_de_S._Miguel.jpg?width=600"
49,"https://commons.wikimedia.org/wiki/Special:FilePath/Miradouro_de_S%C3%A3o_Domingos%2C_Arouca.jpg?width=600"
49,"https://commons.wikimedia.org/wiki/Special:FilePath/Vista_de_Arouca_desde_o_Miradouro_de_S%C3%A3o_Domingos.jpg?width=600"
50,"https://commons.wikimedia.org/wiki/Special:FilePath/Barrinha_de_Esmoriz_-_Ovar.jpg?width=600"
50,"https://commons.wikimedia.org/wiki/Special:FilePath/Barrinha_de_Esmoriz_-_Vista_a%C3%A9rea.jpg?width=600"
51,"https://commons.wikimedia.org/wiki/Special:FilePath/Monte_Branco%2C_Oliveira_do_Bairro.jpg?width=600"
51,"https://commons.wikimedia.org/wiki/Special:FilePath/Paisagem_de_Oliveira_do_Bairro_a_partir_do_Monte_Branco.jpg?width=600"
52,"https://commons.wikimedia.org/wiki/Special:FilePath/Castelo_de_Beja_01.jpg?width=600"
52,"https://commons.wikimedia.org/wiki/Special:FilePath/Torre_de_Menagem_de_Beja.jpg?width=600"
53,"https://commons.wikimedia.org/wiki/Special:FilePath/S%C3%A9_Catedral_de_Beja_-_20170420.jpg?width=600"
54,"https://commons.wikimedia.org/wiki/Special:FilePath/Convento_da_Concei%C3%A7%C3%A3o_(Beja).jpg?width=600"
54,"https://commons.wikimedia.org/wiki/Special:FilePath/Beja_-_Claustro_do_Convento_da_Concei%C3%A7%C3%A3o.jpg?width=600"
55,"https://commons.wikimedia.org/wiki/Special:FilePath/Pelourinho_de_Beja.jpg?width=600"
56,"https://commons.wikimedia.org/wiki/Special:FilePath/Igreja_de_Santo_Amaro_(Beja).jpg?width=600"
56,"https://commons.wikimedia.org/wiki/Special:FilePath/Beja-Igreja_de_Santo_Amaro-detalhe_interno_dos_arcos_visigodos.jpg?width=600"
57,"https://commons.wikimedia.org/wiki/Special:FilePath/Castelo_de_Serpa_02.jpg?width=600"
57,"https://commons.wikimedia.org/wiki/Special:FilePath/Muralhas_de_Serpa.jpg?width=600"
58,"https://commons.wikimedia.org/wiki/Special:FilePath/Igreja_de_Santa_Maria%2C_Serpa.jpg?width=600"
59,"https://commons.wikimedia.org/wiki/Special:FilePath/Serpa%2C_aqueduct.JPG?width=600"
60,"https://commons.wikimedia.org/wiki/Special:FilePath/Pelourinho_de_Serpa.jpg?width=600"
61,"https://commons.wikimedia.org/wiki/Special:FilePath/Castelo_de_M%C3%A9rtola.jpg?width=600"
61,"https://commons.wikimedia.org/wiki/Special:FilePath/M%C3%A9rtola_-_Torre_de_Menagem_do_Castelo.jpg?width=600"
62,"https://commons.wikimedia.org/wiki/Special:FilePath/M%C3%A9rtola_-_Igreja_Matriz.jpg?width=600"
62,"https://commons.wikimedia.org/wiki/Special:FilePath/M%C3%A9rtola_-_Igreja_Matriz_(interior).jpg?width=600"
63,"https://commons.wikimedia.org/wiki/Special:FilePath/Castelo_de_Moura.jpg?width=600"
63,"https://commons.wikimedia.org/wiki/Special:FilePath/Muralha_e_torre_do_castelo_de_Moura.jpg?width=600"
64,"https://commons.wikimedia.org/wiki/Special:FilePath/Igreja_Matriz_de_S%C3%A3o_Jo%C3%A3o_Batista%2C_Moura.jpg?width=600"
65,"https://commons.wikimedia.org/wiki/Special:FilePath/Pelourinho_de_Moura.jpg?width=600"
66,"https://commons.wikimedia.org/wiki/Special:FilePath/Castelo_de_Alvito.jpg?width=600"
66,"https://commons.wikimedia.org/wiki/Special:FilePath/Castelo_de_Alvito_interior.jpg?width=600"
67,"https://commons.wikimedia.org/wiki/Special:FilePath/Igreja_Matriz_de_Alvito_(N._Sra._da_Assun%C3%A7%C3%A3o).jpg?width=600"
68,"https://commons.wikimedia.org/wiki/Special:FilePath/Castelo_de_Cuba_(Beja)_-_panoramio_(2).jpg?width=600"
69,"https://commons.wikimedia.org/wiki/Special:FilePath/Igreja_Matriz_de_Cuba.jpg?width=600"
70,"https://commons.wikimedia.org/wiki/Special:FilePath/Castelo_de_Vidigueira.jpg?width=600"
71,"https://commons.wikimedia.org/wiki/Special:FilePath/Vidigueira_(S%C3%A3o_Francisco).jpg?width=600"
72,"https://commons.wikimedia.org/wiki/Special:FilePath/Castelo_de_Aljustrel.jpg?width=600"
73,"https://commons.wikimedia.org/wiki/Special:FilePath/Igreja_Matriz_de_Aljustrel.jpg?width=600"
74,"https://commons.wikimedia.org/wiki/Special:FilePath/Ferreira_do_Alentejo_(Castelo%2C_Torre_do_Rel%C3%B3gio).jpg?width=600"
75,"https://commons.wikimedia.org/wiki/Special:FilePath/Igreja_Matriz_de_Ferreira_do_Alentejo.jpg?width=600"
76,"https://commons.wikimedia.org/wiki/Special:FilePath/Odemira-Castelo.jpg?width=600"
77,"https://commons.wikimedia.org/wiki/Special:FilePath/Igreja_Matriz_de_Odemira.jpg?width=600"
78,"https://commons.wikimedia.org/wiki/Special:FilePath/Mertola_Ponte.jpg?width=600"
78,"https://commons.wikimedia.org/wiki/Special:FilePath/Ponte_em_M%C3%A9rtola.jpg?width=600"
79,"https://commons.wikimedia.org/wiki/Special:FilePath/Capela_de_Nossa_Senhora_das_Neves_-_Beja.jpg?width=600"
80,"https://commons.wikimedia.org/wiki/Special:FilePath/S%C3%A3o_Cucufate_(Vidigueira)_-_01.jpg?width=600"
80,"https://commons.wikimedia.org/wiki/Special:FilePath/S%C3%A3o_Cucufate_(interior).jpg?width=600"
81,"https://commons.wikimedia.org/wiki/Special:FilePath/Castelo_de_Portel_-_2020.jpg?width=600"
81,"https://commons.wikimedia.org/wiki/Special:FilePath/Portel_Castelo_02.jpg?width=600"
82,"https://commons.wikimedia.org/wiki/Special:FilePath/Parque_Natural_do_Vale_do_Guadiana_-_Vista_a%C3%A9rea_-_M%C3%A9rtola.jpg?width=600"
82,"https://commons.wikimedia.org/wiki/Special:FilePath/Rio_Guadiana_in_the_Parque_Natural_do_Vale_do_Guadiana%2C_Portugal.jpg?width=600"
83,"https://commons.wikimedia.org/wiki/Special:FilePath/Jardim_P%C3%BAblico_de_Beja_2.jpg?width=600"
83,"https://commons.wikimedia.org/wiki/Special:FilePath/Beja_-_Jardim_P%C3%BAblico.jpg?width=600"
84,"https://commons.wikimedia.org/wiki/Special:FilePath/Praia_de_Odeceixe_e_parte_da_Rota_Vicentina.jpg?width=600"
84,"https://commons.wikimedia.org/wiki/Special:FilePath/Rota_Vicentina_-_Trilho_dos_Pescadores_-_Zambujeira_do_Mar.jpg?width=600"
85,"https://commons.wikimedia.org/wiki/Special:FilePath/GR15_Guadiana.jpg?width=600"
85,"https://commons.wikimedia.org/wiki/Special:FilePath/Rio_Guadiana_na_Grande_Rota_do_Guadiana.jpg?width=600"
86,"https://commons.wikimedia.org/wiki/Special:FilePath/M%C3%A9rtola_-_Miradouro_da_Senhora_do_Castelo.jpg?width=600"
86,"https://commons.wikimedia.org/wiki/Special:FilePath/Vista_de_M%C3%A9rtola_e_rio_Guadiana_do_Miradouro_da_Senhora_do_Castelo.jpg?width=600"
87,"https://commons.wikimedia.org/wiki/Special:FilePath/Odemira_-_Parque_da_Cidade.jpg?width=600"
87,"https://commons.wikimedia.org/wiki/Special:FilePath/Ponte_pedonal_no_Parque_da_Cidade_de_Odemira.jpg?width=600"
88,"https://commons.wikimedia.org/wiki/Special:FilePath/Serpa_-_Jardim_do_Bacalhau.jpg?width=600"
88,"https://commons.wikimedia.org/wiki/Special:FilePath/Pra%C3%A7a_da_Rep%C3%BAblica_Serpa.jpg?width=600"
89,"https://commons.wikimedia.org/wiki/Special:FilePath/Pulo_do_Lobo_-_Rio_Guadiana.jpg?width=600"
89,"https://commons.wikimedia.org/wiki/Special:FilePath/Pulo_do_Lobo_(M%C3%A9rtola).jpg?width=600"
90,"https://commons.wikimedia.org/wiki/Special:FilePath/Beja_Castelo_-_torre_de_menagem.jpg?width=600"
90,"https://commons.wikimedia.org/wiki/Special:FilePath/Castelo_de_Beja_(vista_do_miradouro).jpg?width=600"
91,"https://commons.wikimedia.org/wiki/Special:FilePath/Cuba_(Portugal)_-_Parque_da_Liberdade.jpg?width=600"
91,"https://commons.wikimedia.org/wiki/Special:FilePath/Parque_da_Liberdade%2C_Cuba.jpg?width=600"
92,"https://commons.wikimedia.org/wiki/Special:FilePath/Mina_de_S%C3%A3o_Domingos_(M%C3%A9rtola)_-_Lagoa.jpg?width=600"
92,"https://commons.wikimedia.org/wiki/Special:FilePath/Mina_de_S%C3%A3o_Domingos_-_Miradouro.jpg?width=600"
93,"https://commons.wikimedia.org/wiki/Special:FilePath/Moura_-_Jardim_Municipal.jpg?width=600"
93,"https://commons.wikimedia.org/wiki/Special:FilePath/Jardim_Municipal_de_Moura_2.jpg?width=600"
94,"https://commons.wikimedia.org/wiki/Special:FilePath/Mina_de_S%C3%A3o_Domingos_-_Trilho.jpg?width=600"
94,"https://commons.wikimedia.org/wiki/Special:FilePath/Trilho_da_Mina_de_S%C3%A3o_Domingos.jpg?width=600"
95,"https://commons.wikimedia.org/wiki/Special:FilePath/Ribeira_de_Odemira_-_Percurso_Pedestre.jpg?width=600"
95,"https://commons.wikimedia.org/wiki/Special:FilePath/Odemira_-_Ribeira_e_paisagem.jpg?width=600"
96,"https://commons.wikimedia.org/wiki/Special:FilePath/Serpa_-_Moinho_do_Meio.jpg?width=600"
96,"https://commons.wikimedia.org/wiki/Special:FilePath/Moinho_do_Meio%2C_Serpa.jpg?width=600"
97,"https://commons.wikimedia.org/wiki/Special:FilePath/Barragem_da_Tapada_Grande_-_Mina_de_S%C3%A3o_Domingos.jpg?width=600"
97,"https://commons.wikimedia.org/wiki/Special:FilePath/Parque_de_Merendas_da_Tapada_Grande.jpg?width=600"
98,"https://commons.wikimedia.org/wiki/Special:FilePath/Castro_Verde_-_Campina.jpg?width=600"
98,"https://commons.wikimedia.org/wiki/Special:FilePath/Trilho_das_Hortas_-_Castro_Verde.jpg?width=600"
99,"https://commons.wikimedia.org/wiki/Special:FilePath/Aljustrel_-_Vista_panor%C3%A2mica.jpg?width=600"
99,"https://commons.wikimedia.org/wiki/Special:FilePath/Miradouro_da_Peneda_-_Aljustrel.jpg?width=600"
100,"https://commons.wikimedia.org/wiki/Special:FilePath/Ferreira_do_Alentejo_-_Pra%C3%A7a_do_Giraldo.jpg?width=600"
100,"https://commons.wikimedia.org/wiki/Special:FilePath/Jardim_da_Pra%C3%A7a_do_Giraldo%2C_Ferreira_do_Alentejo.jpg?width=600"
101,"https://commons.wikimedia.org/wiki/Special:FilePath/Aljustrel_-_Paisagem_Mineira.jpg?width=600"
101,"https://commons.wikimedia.org/wiki/Special:FilePath/Trilho_Da_Rocha_%C3%A0_Mina_-_Aljustrel.jpg?width=600"
102,"https://commons.wikimedia.org/wiki/Special:FilePath/Bom_Jesus_do_Monte%2C_escadaria.jpg?width=600"
102,"https://commons.wikimedia.org/wiki/Special:FilePath/Bom_Jesus_do_Monte.JPG?width=600"
102,"https://commons.wikimedia.org/wiki/Special:FilePath/Santuary_of_Bom_Jesus_do_Monte_Braga_2.jpg?width=600"
103,"https://commons.wikimedia.org/wiki/Special:FilePath/Se_de_Braga_Fachada.jpg?width=600"
103,"https://commons.wikimedia.org/wiki/Special:FilePath/Se_Braga_interior_altar.jpg?width=600"
103,"https://commons.wikimedia.org/wiki/Special:FilePath/Se_de_Braga_capela_dos_reis.JPG?width=600"
104,"https://commons.wikimedia.org/wiki/Special:FilePath/Igreja_de_Tib%C3%A3es_01.jpg?width=600"
104,"https://commons.wikimedia.org/wiki/Special:FilePath/Mosteiro_de_Tib%C3%A3es_-_Claustro_do_Cemit%C3%A9rio_e_Cruzeiro.jpg?width=600"
104,"https://commons.wikimedia.org/wiki/Special:FilePath/Tib%C3%A3es_main_altar.jpg?width=600"
105,"https://commons.wikimedia.org/wiki/Special:FilePath/Pal%C3%A1cio_do_Raio%2C_Braga_-_fachada.jpg?width=600"
105,"https://commons.wikimedia.org/wiki/Special:FilePath/Pal%C3%A1cio_do_Raio_-_detalhe_da_janela.jpg?width=600"
105,"https://commons.wikimedia.org/wiki/Special:FilePath/Pal%C3%A1cio_do_Raio_-_interior.JPG?width=600"
106,"https://commons.wikimedia.org/wiki/Special:FilePath/Castelo_de_Guimar%C3%A3es_-_Portugal_-_2008.JPG?width=600"
106,"https://commons.wikimedia.org/wiki/Special:FilePath/Guimar%C3%A3es_Castle_Portugal_-_panoramio.jpg?width=600"
106,"https://commons.wikimedia.org/wiki/Special:FilePath/Castelo_de_Guimar%C3%A3es_(2009).jpg?width=600"
107,"https://commons.wikimedia.org/wiki/Special:FilePath/Pa%C3%A7o_dos_Duques_de_Bragan%C3%A7a.jpg?width=600"
107,"https://commons.wikimedia.org/wiki/Special:FilePath/Pa%C3%A7o_dos_Duques_de_Bragan%C3%A7a%2C_Portugal_(14523956463).jpg?width=600"
107,"https://commons.wikimedia.org/wiki/Special:FilePath/Pa%C3%A7o_dos_Duques_de_Bragan%C3%A7a_-_Claustro_-_Guimar%C3%A3es.jpg?width=600"
108,"https://commons.wikimedia.org/wiki/Special:FilePath/Igreja_Colegiada_de_Nossa_Senhora_da_Oliveira_em_Guimar%C3%A3es_-_20101017.jpg?width=600"
108,"https://commons.wikimedia.org/wiki/Special:FilePath/Igreja_de_Nossa_Senhora_da_Oliveira_interior.jpg?width=600"
108,"https://commons.wikimedia.org/wiki/Special:FilePath/Torre_da_Igreja_da_Oliveira_Guimaraes_Portugal.JPG?width=600"
109,"https://commons.wikimedia.org/wiki/Special:FilePath/Padr%C3%A3o_do_Salado%2C_Guimar%C3%A3es.jpg?width=600"
109,"https://commons.wikimedia.org/wiki/Special:FilePath/Largo_da_Oliveira%2C_Guimar%C3%A3es_01.jpg?width=600"
109,"https://commons.wikimedia.org/wiki/Special:FilePath/Padr%C3%A3o_do_Salado.jpg?width=600"
110,"https://commons.wikimedia.org/wiki/Special:FilePath/Cit%C3%A2nia_de_Briteiros_-_Guimar%C3%A3es_-_01.JPG?width=600"
110,"https://commons.wikimedia.org/wiki/Special:FilePath/Cit%C3%A2nia_de_Briteiros_-_Portugal.jpg?width=600"
110,"https://commons.wikimedia.org/wiki/Special:FilePath/Cit%C3%A2nia_de_Briteiros_-_vista_geral_1.jpg?width=600"
111,"https://commons.wikimedia.org/wiki/Special:FilePath/Mosteiro_de_Rendufe_-_Fachada_da_Igreja.jpg?width=600"
111,"https://commons.wikimedia.org/wiki/Special:FilePath/Mosteiro_de_Rendufe_-_Claustro.jpg?width=600"
111,"https://commons.wikimedia.org/wiki/Special:FilePath/Mosteiro_de_Rendufe_-_Pormenor_da_Igreja.jpg?width=600"
112,"https://commons.wikimedia.org/wiki/Special:FilePath/Castelo_de_Lanhoso_-_P%C3%B3voa_de_Lanhoso.jpg?width=600"
112,"https://commons.wikimedia.org/wiki/Special:FilePath/Castelo_de_Lanhoso_1.jpg?width=600"
112,"https://commons.wikimedia.org/wiki/Special:FilePath/Castelo_de_Lanhoso_-_vista.JPG?width=600"
113,"https://commons.wikimedia.org/wiki/Special:FilePath/Cabeceiras_de_Basto_-_Igreja_Paroquial_de_S%C3%A3o_Miguel_de_Refojos.jpg?width=600"
113,"https://commons.wikimedia.org/wiki/Special:FilePath/Mosteiro_de_Refojos_de_Basto_-_Fachada_e_Fonte.jpg?width=600"
113,"https://commons.wikimedia.org/wiki/Special:FilePath/Mosteiro_de_S._Miguel_de_Refojos%2C_Cabeceiras_de_Basto%2C_Portugal.JPG?width=600"
114,"https://commons.wikimedia.org/wiki/Special:FilePath/Igreja_do_Mosteiro_de_Santa_Maria_de_Landim_2.jpg?width=600"
114,"https://commons.wikimedia.org/wiki/Special:FilePath/Igreja_do_Mosteiro_de_Santa_Maria_de_Landim_-_Fachada.jpg?width=600"
114,"https://commons.wikimedia.org/wiki/Special:FilePath/Mosteiro_de_Landim_-_Interior.jpg?width=600"
115,"https://commons.wikimedia.org/wiki/Special:FilePath/Arco_da_Porta_Nova%2C_Braga_-_Portugal.jpg?width=600"
115,"https://commons.wikimedia.org/wiki/Special:FilePath/Arco_da_Porta_Nova_-_Braga.jpg?width=600"
115,"https://commons.wikimedia.org/wiki/Special:FilePath/Arco_da_Porta_Nova_-_detalhe.jpg?width=600"
116,"https://commons.wikimedia.org/wiki/Special:FilePath/Termas_romanas_do_Alto_da_Cividade%2C_Braga_2016.jpg?width=600"
116,"https://commons.wikimedia.org/wiki/Special:FilePath/Alto_da_Cividade_-_Termas_(1).jpg?width=600"
116,"https://commons.wikimedia.org/wiki/Special:FilePath/Termas_Romana_do_Alto_da_Cividade_-_Braga.jpg?width=600"
117,"https://commons.wikimedia.org/wiki/Special:FilePath/Torre_de_Menagem_de_Braga.jpg?width=600"
117,"https://commons.wikimedia.org/wiki/Special:FilePath/Torre_de_Menagem_do_Castelo_de_Braga.jpg?width=600"
117,"https://commons.wikimedia.org/wiki/Special:FilePath/Torre_de_Menagem_Braga.jpg?width=600"
118,"https://commons.wikimedia.org/wiki/Special:FilePath/Igreja_da_Pousada_de_Santa_Marinha%2C_Guimar%C3%A3es.jpg?width=600"
118,"https://commons.wikimedia.org/wiki/Special:FilePath/Mosteiro_de_Santa_Marinha_da_Costa_-_Guimar%C3%A3es.jpg?width=600"
118,"https://commons.wikimedia.org/wiki/Special:FilePath/Pousada_de_Santa_Marinha_da_Costa_-_Guimar%C3%A3es.jpg?width=600"
119,"https://commons.wikimedia.org/wiki/Special:FilePath/Castelo_de_Arn%C3%B3ia_-_Fachada_Oeste.jpg?width=600"
119,"https://commons.wikimedia.org/wiki/Special:FilePath/Castelo_de_Arn%C3%B3ia_-_Torre_de_Menagem.jpg?width=600"
119,"https://commons.wikimedia.org/wiki/Special:FilePath/Castelo_de_Arn%C3%B3ia_-_Vista_a%C3%A9rea.JPG?width=600"
120,"https://commons.wikimedia.org/wiki/Special:FilePath/Torre_de_Vilar%2C_P%C3%B3voa_de_Lanhoso%2C_2014-06-19%2C_DD_05.JPG?width=600"
120,"https://commons.wikimedia.org/wiki/Special:FilePath/Torre_de_Vilar%2C_P%C3%B3voa_de_Lanhoso%2C_2014-06-19%2C_DD_01.JPG?width=600"
120,"https://commons.wikimedia.org/wiki/Special:FilePath/Torre_de_Vilar_1.JPG?width=600"
121,"https://commons.wikimedia.org/wiki/Special:FilePath/Ponte_do_Diabo_(Rio_Rabag%C3%A3o)_-_Terras_de_Bouro_-_Portugal.jpg?width=600"
121,"https://commons.wikimedia.org/wiki/Special:FilePath/Ponte_do_Diabo_de_Covide.jpg?width=600"
121,"https://commons.wikimedia.org/wiki/Special:FilePath/Ponte_do_Diabo_de_Rio_Rabag%C3%A3o_e_as_Suas_Quedas_d'%C3%A1gua.jpg?width=600"
